PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00200  ;  131;     ;     ;  110;  146;  210;    6;   10;     ;     ;    3;    5;    5;    3;    5;    5;    3;    5;    0;    3;    3;    4;    5;   87;  274;    0;     ;     ;   38;     ;     ;    3;   13;   24;   24;   38;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    1;     ;     ;    0;    0;     ;     ;     ;     ;    0;     ;  121;     ;     ;   90;  142;  229;    8;     ;     ;     ;     ;     ;     ;   81;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00300  ;  128;     ;     ;  110;  142;  210;    7;   11;     ;     ;    3;    5;    5;    3;    5;    5;    3;    5;    0;    1;    3;    4;    5;   89;  221;    0;     ;     ;   47;     ;     ;    5;   10;   37;   20;   47;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    5;    0;     ;     ;    0;    0;     ;     ;     ;     ;    1;     ;  118;     ;     ;   91;  141;  234;    8;     ;     ;     ;     ;     ;     ;   84;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00400  ;  129;  159;  124;  111;  138;  211;    9;   13;   15;   17;    3;    4;    4;    3;    4;    4;    3;    4;    0;    1;    3;    4;    4;   89;  126;    1;    1;    1;   45;   75;   92;    1;   13;   32;   20;   45;    0;    0;    9;   22;   73;   64;   75;    0;    0;   13;   23;   84;   77;   92;    0;    0;   13;   23;   84;   77;   92;    0;    0;    1;   92;    5;    1;    3;    3;   16;   16;   54;     ;    0;   26;    1;    3;  120;  148;  113;   92;  140;  239;    8;     ;     ;   17;     ;     ;     ;   83;    9;   11;  115;    3;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00500  ;  136;     ;     ;  112;  138;  234;   10;   15;     ;     ;    4;    5;    5;    4;    5;    5;    4;    5;    1;    1;    4;    4;    5;   85;  144;    1;     ;     ;   45;     ;     ;    4;   16;   28;   24;   45;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    1;     ;     ;   22;   22;     ;     ;   38;   32;    1;     ;  130;     ;     ;   95;  140;  248;    9;     ;     ;     ;     ;     ;     ;   79;     ;     ;     ;    7;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00600  ;  143;     ;     ;  113;  138;  255;   11;   17;     ;     ;    4;    5;    6;    4;    5;    6;    4;    5;    2;    1;    4;    5;    5;   82;  162;    1;     ;     ;   45;     ;     ;    7;   24;   21;    8;   45;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    2;     ;     ;   29;   29;     ;     ;   76;   39;    0;     ;  146;     ;     ;   97;  140;  258;   10;     ;     ;     ;     ;     ;     ;   72;     ;     ;     ;   11;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00700  ;  150;     ;     ;  112;  138;  265;   12;   18;   18;     ;    4;    6;    6;    4;    6;    6;    4;    6;    2;    2;    4;    5;    6;   78;  185;    1;    1;     ;   43;   69;     ;    9;   29;   14;    0;   43;    0;    0;   20;   34;   56;   32;   69;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    2;     ;     ;   33;   33;     ;     ;  119;   46;    0;     ;  158;  146;  114;   98;  140;  266;   11;     ;   43;     ;   38;   30;    0;   67;   12;   21;     ;   12;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00800  ;  155;     ;     ;  108;  139;  269;   13;   20;     ;     ;    4;    6;    6;    4;    6;    6;    4;    6;    2;    2;    4;    5;    6;   73;  218;    0;     ;     ;   37;     ;     ;    8;   24;   13;    0;   37;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    5;    2;     ;     ;   36;   36;     ;     ;  148;   48;    0;     ;  164;     ;     ;   98;  140;  271;   11;     ;     ;     ;     ;     ;     ;   65;     ;     ;     ;   20;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 00900  ;  159;     ;     ;  102;  140;  268;   14;   21;     ;     ;    4;    6;    6;    4;    5;    6;    4;    6;    2;    2;    4;    5;    5;   68;  255;    0;     ;     ;   28;     ;     ;    5;   14;   14;    0;   28;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    4;    1;     ;     ;   37;   37;     ;     ;  171;   49;    0;     ;  165;     ;     ;   96;  139;  275;   11;     ;     ;     ;     ;     ;     ;   64;     ;     ;     ;   25;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 01000  ;  162;  165;  124;   97;  140;  268;   15;   22;   22;   23;    4;    5;    6;    4;    5;    6;    4;    5;    1;    2;    4;    4;    5;   65;  282;    0;    0;    1;   24;   61;   84;    3;    9;   15;    1;   24;    0;    0;   16;   31;   42;    1;   61;    0;    0;   36;   56;   71;   33;   84;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;    9;     ;   37;   37;     ;     ;  184;   51;    0;     ;  165;  167;  115;   94;  138;  276;   11;     ;     ;   51;     ;     ;     ;   63;    6;   18;     ;   28;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 01100  ;  162;     ;     ;   96;  138;  267;   15;   22;     ;     ;    4;    5;    6;    4;    5;    5;    4;    5;    1;    2;    4;    4;    5;   65;  295;    0;     ;     ;   24;     ;     ;    3;   11;   14;    1;   24;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;   36;   36;     ;     ;  175;   49;    0;     ;  164;     ;     ;   92;  137;  275;   11;     ;     ;     ;     ;     ;     ;   62;     ;     ;     ;   30;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 01200  ;  159;     ;     ;   96;  135;  266;   15;   22;     ;     ;    4;    5;    6;    4;    5;    5;    4;    5;    1;    2;    4;    4;    5;   66;  296;    0;     ;     ;   29;     ;     ;    4;   14;   15;    1;   29;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;   34;   34;     ;     ;  157;   47;    0;     ;  163;     ;     ;   89;  135;  272;   12;     ;     ;     ;     ;     ;     ;   62;     ;     ;     ;   30;    0;    0;
MSWRMOS ;mix  2015090218;063100  ;2015-09-03;02:00; 01300  ;  157;     ;     ;   96;  133;  265;   16;   22;   24;     ;    4;    5;    6;    4;    5;    5;    4;    5;    1;    1;    4;    4;    5;   67;  299;    0;    0;     ;   34;   51;     ;    4;   17;   17;    1;   34;    0;    0;   11;   33;   43;    3;   51;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    4;    1;     ;     ;   32;   32;     ;     ;  131;   46;    0;     ;  161;  168;  119;   86;  134;  270;   12;     ;   65;     ;   21;   43;   31;   61;    5;   11;     ;   30;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; OBS    ;  103;     ;     ;  100;  156;  220;    4;    8;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   98;     ;    0;     ;     ;    0;     ;     ;    0;    0;    0;    0;    0;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00100  ;   99;     ;     ;   98;  152;  214;    4;    6;    8;     ;    4;    3;    3;    4;    3;    3;    3;    3;    0;    1;    3;    3;    4;   99;   37;    7;    7;     ;    5;    5;     ;    1;    1;    4;    0;    5;    0;    0;    1;    1;    4;    0;    5;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    3;    0;     ;     ;    0;    0;     ;     ;     ;     ;    8;     ;  112;     ;     ;   85;  147;  225;    6;     ;    1;     ;    0;    1;    0;   83;    0;    4;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00200  ;   98;     ;     ;   97;  149;  203;    4;    6;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    1;    2;    3;    4;   99;   41;    6;     ;     ;   10;     ;     ;    1;    5;    5;    0;   10;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    0;     ;     ;    0;    0;     ;     ;     ;     ;    3;     ;  109;     ;     ;   85;  144;  226;    7;     ;     ;     ;     ;     ;     ;   85;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00300  ;   98;     ;     ;   95;  147;  202;    4;    7;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    0;    3;    4;    4;   98;   23;    8;     ;     ;   16;     ;     ;    1;    6;   10;    0;   16;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    2;    0;     ;     ;    0;    0;     ;     ;     ;     ;    8;     ;  104;     ;     ;   85;  143;  226;    7;     ;     ;     ;     ;     ;     ;   88;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00400  ;  103;  153;   90;  100;  145;  204;    5;    7;    8;    9;    4;    4;    4;    4;    4;    4;    4;    4;    0;    0;    3;    3;    4;   98;   30;   11;   22;   22;   11;   21;   25;    1;    1;   10;    1;   11;    0;    0;    3;    6;   21;    1;   21;    0;    0;    3;    6;   25;    1;   25;    0;    0;    3;    6;   25;    1;   25;    0;    0;   22;   25;    3;    0;    1;    3;   12;   12;   32;     ;    0;   27;    8;    2;  107;  151;  102;   86;  142;  229;    8;     ;     ;    8;     ;     ;     ;   87;    5;    5;   69;    0;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00500  ;  120;     ;     ;  106;  145;  219;    6;    9;     ;     ;    4;    4;    4;    4;    4;    4;    4;    4;    0;    0;    3;    4;    4;   91;   67;    6;     ;     ;   16;     ;     ;    1;    4;   12;    0;   16;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    0;     ;     ;   23;   23;     ;     ;   40;   34;    5;     ;  122;     ;     ;   89;  141;  235;    8;     ;     ;     ;     ;     ;     ;   81;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00600  ;  138;     ;     ;  112;  144;  231;    7;   11;     ;     ;    5;    4;    4;    4;    4;    4;    4;    4;    0;    0;    4;    4;    4;   85;  103;    2;     ;     ;   22;     ;     ;    1;    8;   13;    0;   22;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   10;    1;     ;     ;   34;   34;     ;     ;   78;   40;    2;     ;  146;     ;     ;   93;  141;  243;    9;     ;     ;     ;     ;     ;     ;   71;     ;     ;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00700  ;  151;     ;     ;  114;  143;  240;    8;   13;   14;     ;    5;    4;    5;    5;    4;    5;    5;    4;    0;    0;    4;    4;    5;   79;  141;    0;    6;     ;   26;   34;     ;    1;   11;   15;    0;   26;    0;    0;    4;   11;   34;    1;   34;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   12;    1;     ;     ;   41;   41;     ;     ;  122;   47;    0;     ;  164;  143;  102;   96;  141;  251;   10;     ;   23;     ;   20;   20;    0;   64;    7;   12;     ;    1;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00800  ;  160;     ;     ;  111;  143;  250;    9;   15;     ;     ;    5;    5;    5;    5;    5;    5;    5;    5;    1;    1;    5;    5;    5;   73;  185;    0;     ;     ;   28;     ;     ;    4;   11;   17;    0;   28;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   11;    1;     ;     ;   41;   41;     ;     ;  146;   47;    0;     ;  172;     ;     ;   97;  141;  261;   10;     ;     ;     ;     ;     ;     ;   61;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 00900  ;  164;     ;     ;  104;  144;  261;    9;   16;     ;     ;    6;    6;    6;    6;    6;    6;    5;    6;    1;    2;    5;    5;    6;   67;  230;    0;     ;     ;   28;     ;     ;    4;   10;   18;    0;   28;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    9;    1;     ;     ;   35;   35;     ;     ;  163;   47;    0;     ;  174;     ;     ;   97;  140;  272;   10;     ;     ;     ;     ;     ;     ;   60;     ;     ;     ;    4;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 01000  ;  167;  170;   93;   98;  144;  268;   10;   16;   18;   19;    6;    6;    7;    6;    6;    6;    6;    6;    2;    2;    5;    6;    6;   64;  265;    0;    0;    6;   29;   57;   65;    4;   10;   19;    2;   29;    0;    0;   11;   22;   54;    2;   57;    0;    0;   15;   26;   64;    3;   65;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    1;    5;     ;   31;   31;     ;     ;  171;   47;    0;     ;  174;  175;  102;   95;  139;  278;   10;     ;     ;   38;     ;     ;     ;   60;    7;   14;     ;    6;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 01100  ;  166;     ;     ;   94;  142;  271;   10;   17;     ;     ;    6;    6;    7;    6;    6;    7;    6;    6;    2;    3;    5;    6;    6;   62;  285;    0;     ;     ;   29;     ;     ;    2;   10;   19;    2;   29;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    1;     ;     ;   29;   29;     ;     ;  161;   45;    0;     ;  173;     ;     ;   93;  138;  278;   10;     ;     ;     ;     ;     ;     ;   59;     ;     ;     ;    7;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 01200  ;  163;     ;     ;   91;  140;  270;   10;   17;     ;     ;    6;    6;    7;    6;    6;    6;    6;    6;    2;    3;    5;    5;    6;   62;  296;    0;     ;     ;   29;     ;     ;    2;   12;   18;    3;   29;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    1;     ;     ;   27;   27;     ;     ;  142;   43;    0;     ;  171;     ;     ;   88;  136;  274;   11;     ;     ;     ;     ;     ;     ;   58;     ;     ;     ;    9;    0;    0;
MSWRMOS ;mix  2015090218;063190  ;2015-09-03;02:00; 01300  ;  161;     ;     ;   88;  138;  270;   10;   17;   19;     ;    6;    6;    7;    6;    6;    6;    6;    6;    2;    3;    4;    5;    6;   62;  308;    0;    0;     ;   30;   50;     ;    2;   13;   17;    5;   30;    0;    0;    5;   26;   50;    7;   50;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    1;     ;     ;   25;   25;     ;     ;  117;   41;    0;     ;  170;  175;  107;   84;  135;  270;   11;     ;   62;     ;   34;   39;   18;   57;    7;   14;     ;   10;    0;    0;
PROJECT ;MODEL          ;LOCATION;DATE      ;TIME ;LEADTIME;TTT  ;TX   ;TN   ;Td   ;PPPP ;DD   ;FF   ;FX1  ;FX3  ;FX6  ;mN   ;sN   ;N    ;mNeff;sNeff;Neff ;mNlm ;Nlm  ;Nh   ;Nm   ;mNl  ;Nl   ;N230 ;RH   ;VV   ;wwM  ;wwM3 ;wwM6 ;wwP  ;wwP3 ;wwP6 ;wwZ  ;wwD  ;wwC  ;wwT  ;wwL  ;wwS  ;wwF  ;wwZ3 ;wwD3 ;wwC3 ;wwT3 ;wwL3 ;wwF3 ;wwS3 ;wwZ6 ;wwD6 ;wwC6 ;wwT6 ;wwL6 ;wwF6 ;wwS6 ;wwZh ;wwDh ;wwCh ;wwTh ;wwLh ;wwFh ;wwSh ;wwMh ;wwPh ;DRR1 ;RR1  ;RR6  ;RRd  ;SunD1;jSun1;RSunD;RN2Sd;Rad1h;RRad1;PVV10;RRh  ;D_T2m;D_XT ;D_NT ;D_Td ;DPPPP;DDD10;DFF10;D_N  ;D_CT3;D_CT6;CH   ;CM   ;CL   ;D_RH ;SR3T ;SR6T ;TG   ;PX125;PX140;PX155;
MSWRMOS ;mix  2015090218;063230  ;2015-09-03;02:00; 00100  ;  100;     ;     ;   97;  149;  193;    3;    4;    7;     ;    3;    5;    5;    3;    4;    4;    3;    4;    1;    1;    3;    3;    4;   98;   67;    3;    6;     ;   27;   31;     ;    4;   11;   16;   10;   27;    0;    0;    4;   11;   20;   11;   31;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    5;    1;     ;     ;    0;    0;     ;     ;     ;     ;    4;     ;  128;     ;     ;   90;  145;  225;    7;     ;    2;     ;    0;    2;    0;   78;    1;   12;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063230  ;2015-09-03;02:00; 00200  ;  103;     ;     ;   98;  145;  196;    4;    8;     ;     ;    3;    5;    5;    3;    5;    5;    3;    5;    1;    1;    3;    5;    5;   97;   64;    7;     ;     ;   44;     ;     ;    7;   19;   26;   26;   44;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    6;    1;     ;     ;    0;    0;     ;     ;     ;     ;    5;     ;  126;     ;     ;   91;  142;  227;    8;     ;     ;     ;     ;     ;     ;   79;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063230  ;2015-09-03;02:00; 00300  ;  106;     ;     ;  101;  143;  194;    4;   10;     ;     ;    3;    5;    5;    3;    5;    5;    3;    5;    1;    1;    3;    4;    5;   97;   85;    5;     ;     ;   44;     ;     ;    2;   23;   22;   22;   44;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;    7;    0;     ;     ;    3;    3;     ;     ;     ;     ;    2;     ;  122;     ;     ;   92;  140;  228;    9;     ;     ;     ;     ;     ;     ;   81;     ;     ;     ;    0;    0;    0;
MSWRMOS ;mix  2015090218;063230  ;2015-09-03;02:00; 00400  ;  115;  151;   95;  105;  141;  207;    5;   11;   12;   12;    3;    5;    5;    3;    4;    5;    3;    4;    1;    1;    3;    4;    5;   94;  101;    1;   10;   10;   41;   63;   66;    6;   22;   19;    5;   41;    0;    0;   15;   31;   57;   53;   63;    0;    0;   19;   37;   61;   61;   66;    0;    0;   24;   58;   65;   62;   66;    0;    0;   10;   66;    8;    1;    3;   21;   10;   10;   45;     ;   10;   24;    1;    6;  124;  151;  120;   93;  139;  232;   10;     ;     ;   17;     ;     ;     ;   81;   10;   11;   80;    1;    0;    0;
MSWRMOS ;mix  2015090218;063230  ;2015-09-03;02:00; 00500  ;  127;     ;     ;  108;  139;  228;    7;   12;     ;     ;    4;    5;    5;    4;    5;    5;    4;    5;    1;    1;    4;    5;    5;   88;  129;    0;     ;     ;   51;     ;     ;    7;   32;   19;    3;   51;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   12;    2;     ;     ;   19;   19;     ;     ;   36;   30;    1;     ;  134;     ;     ;   95;  138;  240;   11;     ;     ;     ;     ;     ;     ;   77;     ;     ;     ;    2;    0;    0;
MSWRMOS ;mix  2015090218;063230  ;2015-09-03;02:00; 00600  ;  139;     ;     ;  111;  138;  244;    8;   14;     ;     ;    5;    6;    6;    5;    5;    6;    5;    6;    2;    2;    5;    5;    5;   83;  157;    0;     ;     ;   62;     ;     ;   10;   41;   21;    2;   62;    0;    0;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;   17;    3;     ;     ;   28;   28;     ;     ;   70;   36;    0;     ;  150;     ;     ;   97;  139;  251;   11;     ;     ;     ;     ;     ;     ;   71;     ;     ;     ;    3;    0;    0;
